src_ip,dst_ip,up_bytes,down_bytes
192.168.108.26,13.107.42.52,107376,4639285
192.168.108.26,13.107.42.9,33736,2312293
192.168.108.26,13.107.54.6,25644,248370
192.168.108.26,13.107.6.156,104079,1016248
192.168.108.26,13.34.14.253,101941,790018
192.168.108.26,13.34.78.64,69666,608893
192.168.108.26,130.35.115.88,77963,578719
192.168.108.26,130.35.2.121,33717,267425
192.168.108.26,130.35.201.93,17760,122001
192.168.108.26,131.253.21.33,56935,482244
192.168.108.26,132.145.0.226,128680,1210216
192.168.108.26,132.145.2.147,29947,302135
192.168.108.26,139.144.242.127,33103,317834
192.168.108.26,140.91.11.48,56618,410906
192.168.108.26,142.250.184.136,37363,2202206
192.168.108.26,142.250.184.152,41787,1638008
192.168.108.26,142.250.184.155,40288,1696908
192.168.108.26,142.250.184.157,53832,1730937
192.168.108.26,142.250.184.189,43804,902686
192.168.108.26,142.250.184.197,43507,3062096
192.168.108.26,142.250.184.204,18638,611805
192.168.108.26,142.250.184.218,58396,2607535
192.168.108.26,142.250.184.219,39254,1424546
192.168.108.26,142.250.184.222,51764,1387611
192.168.108.26,142.250.184.229,69512,3702876
192.168.108.26,142.250.184.240,47905,2461627
192.168.108.26,142.250.184.246,48580,1924354
192.168.108.26,142.250.200.68,3124488,26377258
192.168.108.26,142.4.160.77,26637,236536
192.168.108.26,143.42.184.43,25319,219774
192.168.108.26,146.75.89.140,10199,72239
192.168.108.26,146.75.90.137,217665,1786926
192.168.108.26,146.75.90.167,171415,1464836
192.168.108.26,147.154.32.120,46496,419309
192.168.108.26,148.69.168.40,535953,4540421
192.168.108.26,15.230.101.108,78623,602627
192.168.108.26,15.230.101.18,99707,772432
192.168.108.26,15.230.148.14,22004,140056
192.168.108.26,15.230.148.179,9634,72851
192.168.108.26,15.230.193.70,5937,36209
192.168.108.26,15.230.195.237,65018,414633
192.168.108.26,15.230.75.107,63226,472640
192.168.108.26,150.222.106.42,4649,43404
192.168.108.26,150.222.233.218,15736,98397
192.168.108.26,157.240.212.174,2004292,17098548
192.168.108.26,157.240.212.35,1980822,17161809
192.168.108.26,157.240.212.60,1226284,10134099
192.168.108.26,159.89.52.144,33581,245350
192.168.108.26,162.222.176.95,30749,296447
192.168.108.26,162.243.177.48,20653,143629
192.168.108.26,168.61.130.150,41228,395214
192.168.108.26,172.217.17.14,2869047,24716129
192.168.108.26,172.67.73.32,65442,622001
192.168.108.26,173.230.158.220,14226,167783
192.168.108.26,173.255.194.208,71596,636748
192.168.108.26,173.255.221.168,8447,53862
192.168.108.26,176.32.120.46,53071,549019
192.168.108.26,176.32.124.244,35411,261878
192.168.108.26,178.79.159.13,35054,217979
192.168.108.26,18.154.48.124,840176,6617435
192.168.108.26,185.15.58.224,1156782,9510775
192.168.108.26,185.88.181.4,575153,4748013
192.168.108.26,185.88.181.55,144822,1141280
192.168.108.26,191.235.248.136,23006,141961
192.168.108.26,192.168.108.226,51162,120399
192.168.108.26,192.168.108.234,56490,129058
192.168.108.26,192.168.108.240,11501264,98331991
192.168.108.26,192.241.166.252,88460,793003
192.168.108.26,192.29.135.222,5565,40788
192.168.108.26,193.126.232.45,1051271,8954732
192.168.108.26,193.126.240.146,1507846,12697160
192.168.108.26,193.137.20.123,417497,3727480
192.168.108.26,198.199.96.88,43600,472232
192.168.108.26,198.211.106.48,15700,121448
192.168.108.26,198.54.117.212,205335,1866567
192.168.108.26,198.58.110.201,76169,808962
192.168.108.26,199.16.156.253,42450,324041
192.168.108.26,199.192.114.100,53432,368117
192.168.108.26,199.30.22.197,56046,544178
192.168.108.26,199.30.28.216,17245,162547
192.168.108.26,199.30.31.51,83156,701279
192.168.108.26,20.38.208.69,10682,121781
192.168.108.26,20.42.161.234,4458,36318
192.168.108.26,20.95.56.164,18299,122375
192.168.108.26,204.152.19.61,17400,165553
192.168.108.26,204.79.180.127,57369,584585
192.168.108.26,204.79.197.212,1026588,8825216
192.168.108.26,205.251.230.223,15435,136561
192.168.108.26,213.13.146.142,2296686,19629469
192.168.108.26,216.39.137.123,39331,312482
192.168.108.26,216.58.215.131,1666837,14258811
192.168.108.26,23.49.244.192,27202,275258
192.168.108.26,23.49.244.54,313764,2577846
192.168.108.26,23.98.53.222,108586,811450
192.168.108.26,3.3.6.243,88344,745412
192.168.108.26,3.4.10.44,68000,551501
192.168.108.26,34.3.4.19,41873,275167
192.168.108.26,40.120.138.101,24319,221407
192.168.108.26,40.66.0.162,14820,145240
192.168.108.26,40.77.163.14,66408,568525
192.168.108.26,40.79.80.212,17940,172549
192.168.108.26,40.82.83.57,93439,825677
192.168.108.26,45.60.74.62,68600,617081
192.168.108.26,45.79.13.198,14429,142456
192.168.108.26,52.101.102.142,82713,754243
192.168.108.26,52.113.199.211,19090,226690
192.168.108.26,52.115.244.69,10193,64812
192.168.108.26,52.115.254.154,10415,58577
192.168.108.26,52.115.55.24,45147,487963
192.168.108.26,52.176.236.113,25343,248041
192.168.108.26,52.185.55.164,74425,673475
192.168.108.26,52.219.227.231,6318,50983
192.168.108.26,52.239.148.202,29899,243654
192.168.108.26,52.239.164.102,61563,593077
192.168.108.26,52.239.168.60,40940,328391
192.168.108.26,52.46.165.250,41377,326800
192.168.108.26,54.155.178.5,34412,184488
192.168.108.26,54.192.95.95,325724,2811317
192.168.108.26,62.28.254.212,613685,5146638
192.168.108.26,62.28.254.215,263568,2241624
192.168.108.26,65.52.104.186,5308,44863
192.168.108.26,65.55.108.245,42457,379421
192.168.108.26,65.55.120.38,127803,950541
192.168.108.26,65.55.210.110,13436,77295
192.168.108.26,66.254.114.41,344983,2828847
192.168.108.26,70.37.161.219,108107,932537
192.168.108.26,72.247.155.216,44822,356267
192.168.108.26,74.114.25.4,15457,159201
192.168.108.26,74.207.230.6,28186,296496
192.168.108.26,76.223.168.153,148134,1132808
192.168.108.26,88.157.217.145,2553862,21267004
192.168.108.26,88.157.217.146,1316186,11403872
192.168.108.26,88.157.217.148,291988,2693280
192.168.108.26,97.107.142.201,17671,168193
192.168.108.27,104.17.45.30,198619,1547323
192.168.108.27,104.22.47.238,54079,475659
192.168.108.27,104.244.42.193,1401800,11283248
192.168.108.27,104.26.3.6,323800,2775911
192.168.108.27,104.26.9.83,27124,213902
192.168.108.27,104.83.180.153,56047,406954
192.168.108.27,108.157.98.113,121956,989729
192.168.108.27,108.157.98.51,110196,848976
192.168.108.27,129.146.1.26,107727,1040290
192.168.108.27,13.104.198.143,18882,207585
192.168.108.27,13.105.107.125,8062,46089
192.168.108.27,13.105.107.193,100903,916027
192.168.108.27,13.107.231.157,18282,98344
192.168.108.27,13.107.237.42,104594,889816
192.168.108.27,13.107.38.140,15472,169230
192.168.108.27,13.107.42.10,37846,1171698
192.168.108.27,13.107.42.14,139288,1063358
192.168.108.27,13.107.42.23,28610,1482335
192.168.108.27,13.107.42.26,30501,1557365
192.168.108.27,13.107.42.28,112459,4030937
192.168.108.27,13.107.42.44,48474,3304730
192.168.108.27,13.107.42.45,30721,1067542
192.168.108.27,13.107.42.48,48055,2470256
192.168.108.27,13.107.42.51,47053,2049955
192.168.108.27,13.107.42.6,48837,1437233
192.168.108.27,13.107.50.153,28867,202154
192.168.108.27,13.107.6.186,29304,308108
192.168.108.27,130.35.116.25,19096,163504
192.168.108.27,131.186.6.125,91218,950730
192.168.108.27,140.204.122.195,25057,181831
192.168.108.27,142.250.184.132,55196,2180354
192.168.108.27,142.250.184.134,44665,1378808
192.168.108.27,142.250.184.136,37956,1761301
192.168.108.27,142.250.184.144,31362,1611559
192.168.108.27,142.250.184.174,54079,1149697
192.168.108.27,142.250.184.180,41097,2235866
192.168.108.27,142.250.184.211,48617,1800632
192.168.108.27,142.250.184.228,33320,1424888
192.168.108.27,142.250.184.251,40497,1713666
192.168.108.27,142.250.200.68,2167865,18009724
192.168.108.27,146.75.90.137,20738,209997
192.168.108.27,147.154.115.241,21090,155577
192.168.108.27,148.69.168.40,324973,2624186
192.168.108.27,15.230.130.95,61073,536514
192.168.108.27,15.230.190.119,104978,1054066
192.168.108.27,15.230.5.55,16287,171511
192.168.108.27,15.248.11.149,140961,1043651
192.168.108.27,150.171.22.12,33904,325594
192.168.108.27,151.236.222.250,76091,684887
192.168.108.27,151.236.222.64,76662,652081
192.168.108.27,157.240.212.174,1220195,10476058
192.168.108.27,157.240.212.35,813348,7033935
192.168.108.27,157.240.212.60,780776,6437149
192.168.108.27,157.55.106.222,58546,554879
192.168.108.27,157.55.195.16,100058,759572
192.168.108.27,157.55.50.55,24203,155301
192.168.108.27,172.217.17.14,1419302,11876219
192.168.108.27,172.232.97.228,11540,123013
192.168.108.27,172.67.73.32,6089,59598
192.168.108.27,18.154.22.25,23509,202352
192.168.108.27,18.154.48.124,377193,3036544
192.168.108.27,18.67.242.41,51240,431232
192.168.108.27,185.15.58.224,763628,6128668
192.168.108.27,185.88.181.4,491268,4291862
192.168.108.27,185.88.181.55,84615,738648
192.168.108.27,186.192.81.5,44461,336801
192.168.108.27,192.168.108.226,3653730,8411472
192.168.108.27,192.168.108.234,2992460,6812251
192.168.108.27,192.168.108.240,7097434,59972845
192.168.108.27,192.29.134.58,78048,739579
192.168.108.27,193.126.232.45,174798,1451431
192.168.108.27,193.126.240.146,814525,6789678
192.168.108.27,193.137.20.123,161747,1369467
192.168.108.27,198.54.117.212,175129,1548013
192.168.108.27,199.16.156.197,67839,564697
192.168.108.27,20.158.128.166,31941,276763
192.168.108.27,20.42.170.61,41484,504751
192.168.108.27,204.152.19.191,65371,553567
192.168.108.27,204.79.197.212,605925,5361237
192.168.108.27,205.147.88.15,26158,267555
192.168.108.27,205.251.225.185,106299,1005491
192.168.108.27,213.13.146.142,1354374,11299308
192.168.108.27,216.58.215.131,1144570,9800022
192.168.108.27,23.49.244.54,43848,460048
192.168.108.27,23.97.123.157,39627,299948
192.168.108.27,3.4.3.186,31616,248977
192.168.108.27,3.5.162.79,6780,35815
192.168.108.27,40.123.146.100,53803,509917
192.168.108.27,40.123.163.43,56762,512129
192.168.108.27,40.77.228.196,11850,68957
192.168.108.27,40.77.231.143,159758,1344193
192.168.108.27,40.79.60.83,34988,307899
192.168.108.27,40.79.81.212,6489,56810
192.168.108.27,40.91.1.103,25685,219223
192.168.108.27,45.79.224.218,33518,248550
192.168.108.27,51.0.117.239,40407,341714
192.168.108.27,52.102.165.225,36749,347582
192.168.108.27,52.102.166.36,89555,790263
192.168.108.27,52.103.38.17,7221,71549
192.168.108.27,52.108.165.184,37911,354491
192.168.108.27,52.108.6.235,33483,305414
192.168.108.27,52.115.92.81,33042,288305
192.168.108.27,52.144.193.29,42503,331889
192.168.108.27,52.165.49.197,24715,201285
192.168.108.27,52.185.126.199,55002,510289
192.168.108.27,52.219.218.164,5491,34211
192.168.108.27,52.239.150.218,24962,191375
192.168.108.27,52.239.162.177,45575,449896
192.168.108.27,52.239.166.138,47645,331521
192.168.108.27,52.46.165.44,35225,273939
192.168.108.27,54.192.95.95,464192,3428459
192.168.108.27,62.28.254.212,418095,3659473
192.168.108.27,62.28.254.215,496297,4157273
192.168.108.27,65.55.250.4,24476,135867
192.168.108.27,66.254.114.41,317759,2594693
192.168.108.27,69.164.201.13,13395,100704
192.168.108.27,69.164.204.235,55867,434491
192.168.108.27,69.55.49.30,10393,63897
192.168.108.27,74.207.225.208,16633,126470
192.168.108.27,88.157.217.145,1029572,8734416
192.168.108.27,88.157.217.146,222726,1640458
192.168.108.27,88.157.217.148,14867,124006
192.168.108.28,104.17.45.30,461648,3747361
192.168.108.28,104.22.47.238,100148,827448
192.168.108.28,104.244.42.193,2712545,23381744
192.168.108.28,104.244.43.112,147462,1356031
192.168.108.28,104.26.3.6,322674,2701789
192.168.108.28,104.26.9.83,209466,1794903
192.168.108.28,104.47.220.172,64406,591779
192.168.108.28,104.83.180.153,165133,1236404
192.168.108.28,108.157.98.113,864217,7635271
192.168.108.28,108.157.98.51,215587,1843852
192.168.108.28,109.74.195.15,22273,227913
192.168.108.28,109.74.201.143,9181,77781
192.168.108.28,129.146.12.178,24855,162426
192.168.108.28,129.149.0.162,28452,202109
192.168.108.28,129.149.6.104,27237,240067
192.168.108.28,129.213.214.69,38413,260933
192.168.108.28,13.105.116.38,30838,297784
192.168.108.28,13.105.27.218,7951,60423
192.168.108.28,13.105.28.214,132825,1036299
192.168.108.28,13.105.60.187,56914,464805
192.168.108.28,13.105.61.180,143529,1416879
192.168.108.28,13.107.12.181,25570,219449
192.168.108.28,13.107.224.156,37837,350770
192.168.108.28,13.107.226.6,27381,217947
192.168.108.28,13.107.237.42,378052,3005382
192.168.108.28,13.107.253.142,27366,207473
192.168.108.28,13.107.4.166,53596,471731
192.168.108.28,13.107.40.208,10814,83473
192.168.108.28,13.107.42.14,539325,4602836
192.168.108.28,13.107.42.20,46710,1223201
192.168.108.28,13.107.42.23,55282,3177605
192.168.108.28,13.107.42.27,114969,6695301
192.168.108.28,13.107.42.28,28388,1475907
192.168.108.28,13.107.42.31,60425,1804706
192.168.108.28,13.107.42.32,46060,1864667
192.168.108.28,13.107.42.35,62085,2289276
192.168.108.28,13.107.42.36,60088,1595087
192.168.108.28,13.107.42.44,23886,568278
192.168.108.28,13.107.42.46,48974,3823783
192.168.108.28,13.107.42.49,77332,2882570
192.168.108.28,13.107.42.57,44246,2423946
192.168.108.28,13.107.42.58,28209,1051249
192.168.108.28,13.107.42.61,28045,1137516
192.168.108.28,13.107.42.7,36838,1482170
192.168.108.28,13.107.43.151,97399,1102664
192.168.108.28,13.107.48.91,94753,857393
192.168.108.28,13.107.6.156,250326,2069629
192.168.108.28,13.34.27.29,82064,657420
192.168.108.28,13.34.29.103,122654,1082878
192.168.108.28,13.34.70.221,28723,301790
192.168.108.28,13.34.70.56,35420,340608
192.168.108.28,13.87.124.32,63495,474367
192.168.108.28,13.87.126.74,67078,508781
192.168.108.28,130.35.202.252,14870,187426
192.168.108.28,131.186.12.72,17984,148318
192.168.108.28,132.226.130.71,13791,148795
192.168.108.28,134.65.59.169,193544,1731845
192.168.108.28,134.70.19.51,60699,451072
192.168.108.28,137.184.242.133,18284,157014
192.168.108.28,138.197.255.254,13323,127699
192.168.108.28,138.68.44.88,189499,1556402
192.168.108.28,139.144.135.48,29262,262396
192.168.108.28,139.144.171.165,9020,99639
192.168.108.28,139.144.243.94,89660,641230
192.168.108.28,139.144.247.246,9449,63186
192.168.108.28,142.250.184.134,50977,2299253
192.168.108.28,142.250.184.135,28219,1062036
192.168.108.28,142.250.184.139,95979,3525302
192.168.108.28,142.250.184.147,66037,2427322
192.168.108.28,142.250.184.160,45351,2091085
192.168.108.28,142.250.184.163,42700,1582793
192.168.108.28,142.250.184.168,36863,1025124
192.168.108.28,142.250.184.169,46176,1475219
192.168.108.28,142.250.184.178,39714,2013702
192.168.108.28,142.250.184.180,49220,3056848
192.168.108.28,142.250.184.186,46144,2281029
192.168.108.28,142.250.184.188,53323,2473013
192.168.108.28,142.250.184.189,28929,1037475
192.168.108.28,142.250.184.190,49828,2861052
192.168.108.28,142.250.184.208,48314,2282751
192.168.108.28,142.250.184.215,37106,1189802
192.168.108.28,142.250.184.221,48781,2549772
192.168.108.28,142.250.184.228,122644,6899344
192.168.108.28,142.250.184.229,50746,1701596
192.168.108.28,142.250.184.232,52496,2938192
192.168.108.28,142.250.184.244,34485,1230990
192.168.108.28,142.250.184.250,40255,1926631
192.168.108.28,142.250.184.252,43677,1560258
192.168.108.28,142.250.200.68,5459483,46834042
192.168.108.28,142.4.160.155,5595,56791
192.168.108.28,142.4.160.16,20601,156931
192.168.108.28,143.244.203.15,26225,255336
192.168.108.28,143.244.214.46,69285,510045
192.168.108.28,143.42.178.8,11081,119929
192.168.108.28,143.42.187.23,20148,206829
192.168.108.28,146.190.187.156,24142,195734
192.168.108.28,146.75.89.140,76726,527149
192.168.108.28,146.75.90.137,19336,136865
192.168.108.28,146.75.90.167,489800,4158689
192.168.108.28,147.154.32.50,11643,101377
192.168.108.28,147.154.36.127,37155,273907
192.168.108.28,148.69.168.40,762330,6396299
192.168.108.28,15.230.134.24,42620,348738
192.168.108.28,15.230.143.113,11287,114411
192.168.108.28,15.230.148.211,70677,616093
192.168.108.28,15.230.190.137,74425,527629
192.168.108.28,15.230.192.164,22884,149573
192.168.108.28,15.230.250.50,21510,227535
192.168.108.28,15.230.255.132,48578,380958
192.168.108.28,15.230.255.96,10779,63848
192.168.108.28,15.230.40.179,19022,137076
192.168.108.28,150.222.135.39,27810,306900
192.168.108.28,150.222.180.139,65868,567774
192.168.108.28,150.222.2.66,13751,159864
192.168.108.28,150.222.228.131,14635,165518
192.168.108.28,151.236.218.254,6431,52011
192.168.108.28,157.240.212.174,4127279,35079820
192.168.108.28,157.240.212.35,4774183,40468632
192.168.108.28,157.240.212.60,1629166,13791259
192.168.108.28,157.55.37.10,83893,681548
192.168.108.28,157.55.48.101,163629,1434958
192.168.108.28,157.55.50.6,18667,158596
192.168.108.28,168.61.130.133,37345,424499
192.168.108.28,170.187.131.103,141975,1164763
192.168.108.28,172.104.193.227,20619,155875
192.168.108.28,172.104.195.167,24356,181535
192.168.108.28,172.104.195.176,15098,142191
192.168.108.28,172.104.206.52,25902,164556
192.168.108.28,172.104.207.12,14461,129636
192.168.108.28,172.217.17.14,6832364,57825935
192.168.108.28,172.67.73.32,81194,615888
192.168.108.28,173.255.205.0,62922,541875
192.168.108.28,173.255.216.90,9482,96779
192.168.108.28,176.32.117.180,8015,47811
192.168.108.28,176.32.122.227,39737,414072
192.168.108.28,179.60.193.122,26013,223742
192.168.108.28,18.154.22.25,172000,1559980
192.168.108.28,18.154.41.91,18870,132246
192.168.108.28,18.154.48.124,1105869,9539329
192.168.108.28,18.34.237.249,35833,392409
192.168.108.28,18.67.242.41,48280,300442
192.168.108.28,185.15.58.224,2034079,17457056
192.168.108.28,185.3.92.215,58346,517294
192.168.108.28,185.88.181.4,1670287,14348379
192.168.108.28,185.88.181.55,254643,2439052
192.168.108.28,186.192.81.5,177989,1611143
192.168.108.28,191.232.17.225,5448,47949
192.168.108.28,191.235.250.11,25914,172007
192.168.108.28,191.238.74.151,34365,292088
192.168.108.28,192.133.78.80,23737,167390
192.168.108.28,192.168.108.226,103641,236922
192.168.108.28,192.168.108.234,104939,240867
192.168.108.28,192.168.108.240,14973339,126350806
192.168.108.28,192.241.163.42,55326,533440
192.168.108.28,192.29.139.71,12018,113405
192.168.108.28,192.81.130.52,77783,546909
192.168.108.28,192.81.132.245,6857,44304
192.168.108.28,193.126.232.45,1720235,13996289
192.168.108.28,193.126.240.146,2043194,17544796
192.168.108.28,193.137.20.123,1229029,10786703
192.168.108.28,198.199.104.66,9151,56751
192.168.108.28,198.199.98.141,7115,53383
192.168.108.28,198.211.109.233,13168,108985
192.168.108.28,198.54.117.212,167833,1397430
192.168.108.28,198.58.103.167,93220,714875
192.168.108.28,198.58.111.110,99616,878372
192.168.108.28,198.74.57.243,145902,1299295
192.168.108.28,198.74.62.161,139300,1273202
192.168.108.28,199.192.113.188,39343,306973
192.168.108.28,199.192.115.63,45039,393918
192.168.108.28,199.30.20.223,29557,276910
192.168.108.28,199.69.58.246,38154,252691
